source,title,route_references,status
src/main/nexacro/form/cm/user/cmMenuMngF.xfdl,메뉴관리,svc::/cm/menu/saveMenu.do | svc::/cm/menu/saveMenuAuthList.do | svc::/cm/menu/selectMenuAuthList.do | svc::/cm/menu/selectMenuList.do | svc::/cm/menu/selectMenuTreeList.do | svc::/cm/menu/selectMenuUsrList.do,NOT_VERIFIED
src/main/nexacro/form/cm/user/cmPgmMngF.xfdl,프로그램관리,svc::/cm/pgm/savePgm.do | svc::/cm/pgm/savePgmDtl.do | svc::/cm/pgm/selectPgmDetailList.do | svc::/cm/pgm/selectPgmTreeObjList.do,NOT_VERIFIED
src/main/nexacro/form/cm/user/cmPgmP.xfdl,프로그램조회팝업,svc::/cm/pgm/selectPgmList.do,NOT_VERIFIED
src/main/nexacro/form/cm/user/cmSstvInfoIdNoP.xfdl,민감정보팝업-주민등록번호,svc::/cm/user/searchSstvInfoIdNoPop.do,NOT_VERIFIED
src/main/nexacro/form/cm/user/cmUsrCctvInfoHistF.xfdl,민감정보 조회이력,svc::/cm/user/searchSstvInfoList.do | svc::/cm/user/searchSstvQualfInfoList.do | svc::/cm/usr/searchUsr.do,NOT_VERIFIED
src/main/nexacro/form/cm/user/cmUsrMenuInfoHistF.xfdl,사용자별 메뉴 조회이력,svc::/cm/user/searchUsrPerMenuList.do | svc::/cm/user/selectPgmIdByPgmNm.do | svc::/cm/usr/selectUsrIdByUsrNm.do,NOT_VERIFIED
src/main/nexacro/form/cm/user/cmUsrMngF.xfdl,시스템 사용자 정보 관리,svc::/cm/usr/apovAuthUsr.do | svc::/cm/usr/apovUsrList.do | svc::/cm/usr/rejectUsrList.do | svc::/cm/usr/saveUsrInfo.do | svc::/cm/usr/searchUsrList.do | svc::/cm/usr/selectAuthAplyUsr.do | svc::/cm/usr/selectAuthComboList.do,NOT_VERIFIED
src/main/nexacro/form/cm/user/cmUsrP.xfdl,담당자조회팝업,svc::/cm/usr/searchUsr.do,NOT_VERIFIED
src/main/nexacro/form/cm/user/cmUsrRjctP.xfdl,일괄회수팝업,,NOT_VERIFIED
src/main/nexacro/form/cm/user/cmUtztnTrmsP.xfdl,정책동의,svc::/cm/bbs/selectUtztnTrmsList.do,NOT_VERIFIED
src/main/nexacro/common/cmmCalMonth.xfdl,월력,,NOT_VERIFIED
src/main/nexacro/common/cmmCalMonth02.xfdl,월력,,NOT_VERIFIED
src/main/nexacro/common/cmmFindGrid.xfdl,그리드내 검색,,NOT_VERIFIED
src/main/nexacro/common/cmmGetDatasets.xfdl,Dataset 정보 보기,,NOT_VERIFIED
src/main/nexacro/common/cmmPopup.xfdl,공통팝업,,NOT_VERIFIED
src/main/nexacro/frame/cmMainF.xfdl,프로젝트 Main,,NOT_VERIFIED
src/main/nexacro/frame/frmLeft.xfdl,LeftFrame,svc::/cm/main/deleteIseMenu.do | svc::/cm/main/searchIseMenuList.do,NOT_VERIFIED
src/main/nexacro/frame/frmLeftTopMenu.xfdl,LeftFrame,,NOT_VERIFIED
src/main/nexacro/frame/frmLogin.xfdl,LoginFrame,,NOT_VERIFIED
src/main/nexacro/frame/frmMain.xfdl,MainFrame,svc::/cm/bbs/searchBbsNtcPopup.do | svc::/cm/main/login.do | svc::/cm/main/searchChenapPropertySeizrUsr.do | svc::/cm/main/searchChenapSwaterUsr.do | svc::/cm/main/searchCmCd.do | svc::/cm/main/searchGisOptapNticeCnt.do | svc::/cm/main/searchMainUnAdjAnactCnt.do | svc::/cm/main/searchRdcxptTgTotalCnt.do | svc::/cm/main/searchSunapUnprocessed.do | svc::/cm/usr/selectUsrJobList.do,NOT_VERIFIED
src/main/nexacro/frame/frmMdi.xfdl,MdiFrame,,NOT_VERIFIED
src/main/nexacro/frame/frmTop.xfdl,TopFrame,svc::/cm/bbs/searchNtcIconStatus.do | svc::/cm/main/refresh.do | svc::/cm/main/sessionCheck.do | svc::/cm/oper/searchMyElectSanctnDraftCnt.do | svc::/cm/usr/selectUsrAreaSummaryList.do | svc::/cm/usr/selectUsrJobList.do,NOT_VERIFIED
src/main/nexacro/frame/frmTop_btn.xfdl,TopFrame,,NOT_VERIFIED
src/main/nexacro/frame/frmTop_copy0.xfdl,TopFrame,,NOT_VERIFIED
src/main/nexacro/frame/frmWork.xfdl,WorkFrame,svc::/cm/hp/insertHelpUseLog.do | svc::/cm/hp/selectHpGuideByMenu.do | svc::/cm/main/searchIseMenu.do,NOT_VERIFIED
src/main/nexacro/frame/frmWorkPu.xfdl,WorkFrame,,NOT_VERIFIED
src/main/nexacro/frame/frmWorkSpace.xfdl,WorkSpace,,NOT_VERIFIED
src/main/nexacro/frame/frmWorkTitleDv.xfdl,WorkFrameTitle,,NOT_VERIFIED
